year,passengerrank,airportcode,airportname,cityname,statename,avgfare,inflationadj,passengersample
2018,297,BQK,Brunswick Golden Isles,Brunswick,GA,537.87,551.01,1612
2008,289,PPG,Pago Pago International,Pago Pago,TT,1055.67,1231.23,1615
2009,288,PPG,Pago Pago International,Pago Pago,TT,1027.10,1202.17,1615
2010,286,PPG,Pago Pago International,Pago Pago,TT,960.01,1105.52,1615
2011,289,PPG,Pago Pago International,Pago Pago,TT,1012.99,1130.83,1615
2012,292,PPG,Pago Pago International,Pago Pago,TT,1016.17,1111.39,1615
2013,294,PPG,Pago Pago International,Pago Pago,TT,1008.83,1087.42,1615
2014,294,PPG,Pago Pago International,Pago Pago,TT,1059.87,1124.20,1615
2015,294,PPG,Pago Pago International,Pago Pago,TT,1052.84,1115.42,1615
2016,295,PPG,Pago Pago International,Pago Pago,TT,1147.34,1200.41,1615
2017,296,PPG,Pago Pago International,Pago Pago,TT,1130.56,1158.17,1615
2018,296,PPG,Pago Pago International,Pago Pago,TT,1130.56,1158.17,1615
2008,288,STC,St. Cloud Regional,St. Cloud,MN,511.71,596.81,1625
2009,287,STC,St. Cloud Regional,St. Cloud,MN,437.32,511.87,1625
2010,285,STC,St. Cloud Regional,St. Cloud,MN,151.10,174.00,1625
2012,291,STC,St. Cloud Regional,St. Cloud,MN,187.82,205.42,1625
2013,293,STC,St. Cloud Regional,St. Cloud,MN,143.01,154.16,1625
2014,293,STC,St. Cloud Regional,St. Cloud,MN,198.68,210.74,1625
2015,293,STC,St. Cloud Regional,St. Cloud,MN,143.15,151.66,1625
2016,294,STC,St. Cloud Regional,St. Cloud,MN,114.02,119.30,1625
2017,295,STC,St. Cloud Regional,St. Cloud,MN,151.33,155.03,1625
2018,295,STC,St. Cloud Regional,St. Cloud,MN,151.33,155.03,1625
2008,287,BJI,Bemidji Regional,Bemidji,MN,629.11,733.73,1634
2009,286,BJI,Bemidji Regional,Bemidji,MN,530.97,621.47,1634
2010,284,BJI,Bemidji Regional,Bemidji,MN,582.85,671.20,1634
2011,288,BJI,Bemidji Regional,Bemidji,MN,555.64,620.28,1634
2012,290,BJI,Bemidji Regional,Bemidji,MN,292.50,319.91,1634
2013,292,BJI,Bemidji Regional,Bemidji,MN,262.82,283.29,1634
2014,292,BJI,Bemidji Regional,Bemidji,MN,412.95,438.02,1634
2015,292,BJI,Bemidji Regional,Bemidji,MN,599.13,634.74,1634
2016,293,BJI,Bemidji Regional,Bemidji,MN,575.08,601.68,1634
2017,294,BJI,Bemidji Regional,Bemidji,MN,548.73,562.13,1634
2018,294,BJI,Bemidji Regional,Bemidji,MN,548.73,562.13,1634
2008,286,ABR,Aberdeen Regional,Aberdeen,SD,656.89,766.13,1638
2009,285,ABR,Aberdeen Regional,Aberdeen,SD,593.62,694.81,1638
2010,283,ABR,Aberdeen Regional,Aberdeen,SD,634.05,730.16,1638
2011,287,ABR,Aberdeen Regional,Aberdeen,SD,562.75,628.22,1638
2012,289,ABR,Aberdeen Regional,Aberdeen,SD,325.96,356.50,1638
2013,291,ABR,Aberdeen Regional,Aberdeen,SD,321.63,346.69,1638
2014,291,ABR,Aberdeen Regional,Aberdeen,SD,418.92,444.34,1638
2015,291,ABR,Aberdeen Regional,Aberdeen,SD,634.50,672.21,1638
2016,292,ABR,Aberdeen Regional,Aberdeen,SD,633.69,663.00,1638
2017,293,ABR,Aberdeen Regional,Aberdeen,SD,588.06,602.42,1638
2018,293,ABR,Aberdeen Regional,Aberdeen,SD,588.06,602.42,1638
2008,285,GCK,Garden City Regional,Garden City,KS,545.23,635.90,1644
2009,284,GCK,Garden City Regional,Garden City,KS,534.72,625.87,1644
2010,282,GCK,Garden City Regional,Garden City,KS,521.35,600.37,1644
2011,286,GCK,Garden City Regional,Garden City,KS,551.67,615.85,1644
2012,288,GCK,Garden City Regional,Garden City,KS,435.82,476.65,1644
2013,290,GCK,Garden City Regional,Garden City,KS,446.81,481.62,1644
2014,290,GCK,Garden City Regional,Garden City,KS,470.96,499.55,1644
2015,290,GCK,Garden City Regional,Garden City,KS,447.12,473.69,1644
2016,291,GCK,Garden City Regional,Garden City,KS,439.02,459.32,1644
2017,292,GCK,Garden City Regional,Garden City,KS,463.66,474.99,1644
2018,292,GCK,Garden City Regional,Garden City,KS,463.66,474.99,1644
2008,284,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,368.93,430.28,1646
2009,283,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,332.99,389.75,1646
2010,281,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,340.11,391.66,1646
2011,285,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,359.94,401.81,1646
2012,287,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,356.79,390.22,1646
2013,289,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,341.05,367.62,1646
2014,289,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,426.49,452.38,1646
2015,289,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,406.05,430.19,1646
2016,290,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,333.28,348.69,1646
2017,291,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,112.32,115.07,1646
2018,291,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,112.32,115.07,1646
2008,283,GCC,Gillette Campbell County,Gillette,WY,554.41,646.61,1677
2009,282,GCC,Gillette Campbell County,Gillette,WY,408.72,478.39,1677
2010,280,GCC,Gillette Campbell County,Gillette,WY,394.94,454.80,1677
2011,284,GCC,Gillette Campbell County,Gillette,WY,343.53,383.49,1677
2012,286,GCC,Gillette Campbell County,Gillette,WY,413.00,451.69,1677
2013,288,GCC,Gillette Campbell County,Gillette,WY,547.73,590.41,1677
2014,288,GCC,Gillette Campbell County,Gillette,WY,498.03,528.26,1677
2015,288,GCC,Gillette Campbell County,Gillette,WY,589.01,624.02,1677
2016,289,GCC,Gillette Campbell County,Gillette,WY,564.77,590.89,1677
2017,290,GCC,Gillette Campbell County,Gillette,WY,565.40,579.21,1677
2018,290,GCC,Gillette Campbell County,Gillette,WY,565.40,579.21,1677
2016,288,SWO,Stillwater Regional,Stillwater,OK,425.57,445.26,1696
2017,289,SWO,Stillwater Regional,Stillwater,OK,425.26,435.65,1696
2018,289,SWO,Stillwater Regional,Stillwater,OK,425.26,435.65,1696
2008,282,BTM,Bert Mooney,Butte,MT,605.52,706.21,1701
2009,281,BTM,Bert Mooney,Butte,MT,581.34,680.44,1701
2010,279,BTM,Bert Mooney,Butte,MT,584.40,672.97,1701
2011,283,BTM,Bert Mooney,Butte,MT,557.65,622.52,1701
2012,285,BTM,Bert Mooney,Butte,MT,306.52,335.24,1701
2013,287,BTM,Bert Mooney,Butte,MT,244.03,263.04,1701
2014,287,BTM,Bert Mooney,Butte,MT,350.68,371.97,1701
2015,287,BTM,Bert Mooney,Butte,MT,527.28,558.63,1701
2016,287,BTM,Bert Mooney,Butte,MT,532.38,557.00,1701
2017,288,BTM,Bert Mooney,Butte,MT,514.99,527.57,1701
2018,288,BTM,Bert Mooney,Butte,MT,514.99,527.57,1701
2008,281,OTZ,Ralph Wien Memorial,Kotzebue,AK,537.00,626.30,1789
2009,280,OTZ,Ralph Wien Memorial,Kotzebue,AK,556.77,651.68,1789
2010,278,OTZ,Ralph Wien Memorial,Kotzebue,AK,557.13,641.58,1789
2011,282,OTZ,Ralph Wien Memorial,Kotzebue,AK,550.02,614.00,1789
2012,284,OTZ,Ralph Wien Memorial,Kotzebue,AK,563.59,616.40,1789
2013,286,OTZ,Ralph Wien Memorial,Kotzebue,AK,530.81,572.16,1789
2014,286,OTZ,Ralph Wien Memorial,Kotzebue,AK,517.64,549.06,1789
2015,286,OTZ,Ralph Wien Memorial,Kotzebue,AK,489.15,518.23,1789
2016,286,OTZ,Ralph Wien Memorial,Kotzebue,AK,476.53,498.57,1789
2017,287,OTZ,Ralph Wien Memorial,Kotzebue,AK,458.07,469.26,1789
2018,287,OTZ,Ralph Wien Memorial,Kotzebue,AK,458.07,469.26,1789
2008,280,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,122.99,143.45,1792
2009,279,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,147.36,172.48,1792
2010,277,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,170.21,196.01,1792
2011,281,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,501.24,559.55,1792
2012,283,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,154.51,168.99,1792
2013,285,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,121.07,130.50,1792
2014,285,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,105.73,112.14,1792
2015,285,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,82.60,87.51,1792
2016,285,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,79.61,83.29,1792
2017,286,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,124.23,127.26,1792
2018,286,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,124.23,127.26,1792
2008,279,OME,Nome Airport,Nome,AK,544.89,635.51,1911
2009,278,OME,Nome Airport,Nome,AK,565.00,661.31,1911
2010,276,OME,Nome Airport,Nome,AK,573.68,660.63,1911
2011,280,OME,Nome Airport,Nome,AK,558.01,622.93,1911
2012,282,OME,Nome Airport,Nome,AK,547.31,598.60,1911
2013,284,OME,Nome Airport,Nome,AK,523.91,564.72,1911
2014,284,OME,Nome Airport,Nome,AK,505.86,536.57,1911
2015,284,OME,Nome Airport,Nome,AK,507.21,537.36,1911
2016,284,OME,Nome Airport,Nome,AK,494.54,517.41,1911
2017,285,OME,Nome Airport,Nome,AK,496.84,508.97,1911
2018,285,OME,Nome Airport,Nome,AK,496.84,508.97,1911
2008,278,COD,Yellowstone Regional,Cody,WY,570.66,665.55,1937
2009,277,COD,Yellowstone Regional,Cody,WY,427.16,499.97,1937
2010,275,COD,Yellowstone Regional,Cody,WY,341.39,393.14,1937
2011,279,COD,Yellowstone Regional,Cody,WY,354.68,395.94,1937
2012,281,COD,Yellowstone Regional,Cody,WY,413.92,452.70,1937
2013,283,COD,Yellowstone Regional,Cody,WY,522.22,562.90,1937
2014,283,COD,Yellowstone Regional,Cody,WY,475.24,504.08,1937
2015,283,COD,Yellowstone Regional,Cody,WY,527.89,559.27,1937
2016,283,COD,Yellowstone Regional,Cody,WY,477.27,499.35,1937
2017,284,COD,Yellowstone Regional,Cody,WY,516.39,529.00,1937
2018,284,COD,Yellowstone Regional,Cody,WY,516.39,529.00,1937
2008,277,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,633.12,738.40,1947
2009,276,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,613.98,718.64,1947
2010,274,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,579.55,667.39,1947
2011,278,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,584.73,652.76,1947
2012,280,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,597.84,653.86,1947
2013,282,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,602.28,649.20,1947
2014,282,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,558.24,592.12,1947
2015,282,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,496.18,525.67,1947
2016,282,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,475.76,497.77,1947
2017,283,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,463.21,474.52,1947
2018,283,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,463.21,474.52,1947
2008,276,CSG,Columbus Airport,Columbus,GA,553.39,645.42,2014
2009,275,CSG,Columbus Airport,Columbus,GA,552.78,647.01,2014
2010,273,CSG,Columbus Airport,Columbus,GA,530.52,610.94,2014
2011,277,CSG,Columbus Airport,Columbus,GA,562.02,627.40,2014
2012,279,CSG,Columbus Airport,Columbus,GA,531.02,580.78,2014
2013,281,CSG,Columbus Airport,Columbus,GA,544.29,586.70,2014
2014,281,CSG,Columbus Airport,Columbus,GA,591.17,627.06,2014
2015,281,CSG,Columbus Airport,Columbus,GA,550.06,582.76,2014
2016,281,CSG,Columbus Airport,Columbus,GA,535.44,560.20,2014
2017,282,CSG,Columbus Airport,Columbus,GA,504.57,516.89,2014
2018,282,CSG,Columbus Airport,Columbus,GA,504.57,516.89,2014
2008,275,ABY,Southwest Georgia Regional,Albany,GA,544.93,635.55,2058
2009,274,ABY,Southwest Georgia Regional,Albany,GA,518.38,606.75,2058
2010,272,ABY,Southwest Georgia Regional,Albany,GA,537.77,619.28,2058
2011,276,ABY,Southwest Georgia Regional,Albany,GA,585.28,653.37,2058
2012,278,ABY,Southwest Georgia Regional,Albany,GA,568.23,621.48,2058
2013,280,ABY,Southwest Georgia Regional,Albany,GA,560.92,604.62,2058
2014,280,ABY,Southwest Georgia Regional,Albany,GA,611.33,648.44,2058
2015,280,ABY,Southwest Georgia Regional,Albany,GA,579.15,613.58,2058
2016,280,ABY,Southwest Georgia Regional,Albany,GA,568.17,594.45,2058
2017,281,ABY,Southwest Georgia Regional,Albany,GA,552.12,565.61,2058
2018,281,ABY,Southwest Georgia Regional,Albany,GA,552.12,565.61,2058
2008,274,GTR,Golden Triangle Regional,Columbus,MS,502.17,585.68,2061
2009,273,GTR,Golden Triangle Regional,Columbus,MS,458.38,536.52,2061
2010,271,GTR,Golden Triangle Regional,Columbus,MS,523.06,602.34,2061
2011,275,GTR,Golden Triangle Regional,Columbus,MS,551.80,615.99,2061
2012,277,GTR,Golden Triangle Regional,Columbus,MS,567.68,620.87,2061
2013,279,GTR,Golden Triangle Regional,Columbus,MS,585.82,631.46,2061
2014,279,GTR,Golden Triangle Regional,Columbus,MS,626.88,664.94,2061
2015,279,GTR,Golden Triangle Regional,Columbus,MS,668.67,708.42,2061
2016,279,GTR,Golden Triangle Regional,Columbus,MS,623.86,652.71,2061
2017,280,GTR,Golden Triangle Regional,Columbus,MS,612.92,627.90,2061
2018,280,GTR,Golden Triangle Regional,Columbus,MS,612.92,627.90,2061
2008,273,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,463.57,540.66,2110
2009,272,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,398.58,466.52,2110
2010,270,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,402.59,463.61,2110
2011,274,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,438.91,489.97,2110
2012,276,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,444.49,486.13,2110
2013,278,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,469.85,506.46,2110
2014,278,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,494.47,524.48,2110
2015,278,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,482.50,511.18,2110
2016,278,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,479.18,501.34,2110
2017,279,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,565.25,579.05,2110
2018,279,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,565.25,579.05,2110
2008,272,TXK,Texarkana Regional-Webb Field,Texarkana,AR,590.04,688.17,2126
2009,271,TXK,Texarkana Regional-Webb Field,Texarkana,AR,562.95,658.91,2126
2010,269,TXK,Texarkana Regional-Webb Field,Texarkana,AR,596.30,686.68,2126
2011,273,TXK,Texarkana Regional-Webb Field,Texarkana,AR,576.33,643.38,2126
2012,275,TXK,Texarkana Regional-Webb Field,Texarkana,AR,589.08,644.28,2126
2013,277,TXK,Texarkana Regional-Webb Field,Texarkana,AR,473.63,510.53,2126
2014,277,TXK,Texarkana Regional-Webb Field,Texarkana,AR,463.05,491.16,2126
2015,277,TXK,Texarkana Regional-Webb Field,Texarkana,AR,489.86,518.98,2126
2016,277,TXK,Texarkana Regional-Webb Field,Texarkana,AR,492.72,515.51,2126
2017,278,TXK,Texarkana Regional-Webb Field,Texarkana,AR,494.14,506.21,2126
2018,278,TXK,Texarkana Regional-Webb Field,Texarkana,AR,494.14,506.21,2126
2008,271,RDD,Redding Municipal,Redding,CA,426.91,497.90,2160
2009,270,RDD,Redding Municipal,Redding,CA,387.44,453.48,2160
2010,268,RDD,Redding Municipal,Redding,CA,347.13,399.75,2160
2011,272,RDD,Redding Municipal,Redding,CA,348.75,389.33,2160
2012,274,RDD,Redding Municipal,Redding,CA,443.61,485.18,2160
2013,276,RDD,Redding Municipal,Redding,CA,570.11,614.53,2160
2014,276,RDD,Redding Municipal,Redding,CA,484.56,513.98,2160
2015,276,RDD,Redding Municipal,Redding,CA,486.73,515.67,2160
2016,276,RDD,Redding Municipal,Redding,CA,450.74,471.59,2160
2017,277,RDD,Redding Municipal,Redding,CA,457.57,468.74,2160
2018,277,RDD,Redding Municipal,Redding,CA,457.57,468.74,2160
2008,270,DHN,Dothan Regional,Dothan,AL,777.93,907.30,2194
2009,269,DHN,Dothan Regional,Dothan,AL,769.35,900.49,2194
2010,267,DHN,Dothan Regional,Dothan,AL,753.86,868.13,2194
2011,271,DHN,Dothan Regional,Dothan,AL,683.38,762.87,2194
2012,273,DHN,Dothan Regional,Dothan,AL,706.63,772.84,2194
2013,275,DHN,Dothan Regional,Dothan,AL,651.09,701.82,2194
2014,275,DHN,Dothan Regional,Dothan,AL,675.26,716.25,2194
2015,275,DHN,Dothan Regional,Dothan,AL,719.68,762.46,2194
2016,275,DHN,Dothan Regional,Dothan,AL,696.57,728.78,2194
2017,276,DHN,Dothan Regional,Dothan,AL,748.50,766.78,2194
2018,276,DHN,Dothan Regional,Dothan,AL,748.50,766.78,2194
2008,269,SCC,Deadhorse Airport,Deadhorse,AK,263.87,307.75,2219
2009,268,SCC,Deadhorse Airport,Deadhorse,AK,481.35,563.39,2219
2010,266,SCC,Deadhorse Airport,Deadhorse,AK,505.56,582.19,2219
2011,270,SCC,Deadhorse Airport,Deadhorse,AK,504.10,562.74,2219
2012,272,SCC,Deadhorse Airport,Deadhorse,AK,470.62,514.72,2219
2013,274,SCC,Deadhorse Airport,Deadhorse,AK,467.99,504.45,2219
2014,274,SCC,Deadhorse Airport,Deadhorse,AK,475.17,504.02,2219
2015,274,SCC,Deadhorse Airport,Deadhorse,AK,439.17,465.28,2219
2016,274,SCC,Deadhorse Airport,Deadhorse,AK,430.66,450.57,2219
2017,275,SCC,Deadhorse Airport,Deadhorse,AK,422.64,432.96,2219
2018,275,SCC,Deadhorse Airport,Deadhorse,AK,422.64,432.96,2219
2008,268,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,160.14,186.77,2247
2009,267,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,133.60,156.38,2247
2010,265,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,133.60,153.85,2247
2011,269,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,150.86,168.41,2247
2012,271,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,161.73,176.88,2247
2013,273,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,109.34,117.85,2247
2014,273,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,101.67,107.84,2247
2015,273,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,85.82,90.92,2247
2016,273,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,81.15,84.90,2247
2017,274,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,112.15,114.89,2247
2018,274,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,112.15,114.89,2247
2008,267,JLN,Joplin Regional,Joplin,MO,512.44,597.66,2265
2009,266,JLN,Joplin Regional,Joplin,MO,424.89,497.32,2265
2010,264,JLN,Joplin Regional,Joplin,MO,457.45,526.79,2265
2011,268,JLN,Joplin Regional,Joplin,MO,405.20,452.34,2265
2012,270,JLN,Joplin Regional,Joplin,MO,491.93,538.03,2265
2013,272,JLN,Joplin Regional,Joplin,MO,495.63,534.25,2265
2014,272,JLN,Joplin Regional,Joplin,MO,466.47,494.79,2265
2015,272,JLN,Joplin Regional,Joplin,MO,492.76,522.05,2265
2016,272,JLN,Joplin Regional,Joplin,MO,480.27,502.48,2265
2017,273,JLN,Joplin Regional,Joplin,MO,485.12,496.97,2265
2018,273,JLN,Joplin Regional,Joplin,MO,485.12,496.97,2265
2008,266,DBQ,Dubuque Regional,Dubuque,IA,421.67,491.80,2392
2009,265,DBQ,Dubuque Regional,Dubuque,IA,381.03,445.98,2392
2010,263,DBQ,Dubuque Regional,Dubuque,IA,438.84,505.36,2392
2011,267,DBQ,Dubuque Regional,Dubuque,IA,461.94,515.68,2392
2012,269,DBQ,Dubuque Regional,Dubuque,IA,510.39,558.21,2392
2013,271,DBQ,Dubuque Regional,Dubuque,IA,449.72,484.76,2392
2014,271,DBQ,Dubuque Regional,Dubuque,IA,462.08,490.13,2392
2015,271,DBQ,Dubuque Regional,Dubuque,IA,474.51,502.72,2392
2016,271,DBQ,Dubuque Regional,Dubuque,IA,479.55,501.72,2392
2017,272,DBQ,Dubuque Regional,Dubuque,IA,504.93,517.26,2392
2018,272,DBQ,Dubuque Regional,Dubuque,IA,504.93,517.26,2392
2008,265,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,444.88,518.87,2400
2009,264,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,436.17,510.52,2400
2010,262,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,516.94,595.29,2400
2011,266,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,505.38,564.17,2400
2012,268,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,436.67,477.59,2400
2013,270,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,434.99,468.88,2400
2014,270,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,393.72,417.62,2400
2015,270,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,467.18,494.96,2400
2016,270,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,450.95,471.80,2400
2017,271,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,453.72,464.80,2400
2018,271,SUX,Sioux Gateway/Col. Bud Day Field,Sioux City,IA,453.72,464.80,2400
2008,264,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,440.84,514.15,2436
2009,263,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,399.02,467.04,2436
2010,261,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,400.23,460.89,2436
2011,265,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,443.55,495.15,2436
2012,267,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,482.28,527.47,2436
2013,269,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,439.09,473.30,2436
2014,269,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,449.29,476.56,2436
2015,269,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,451.79,478.65,2436
2016,269,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,428.55,448.37,2436
2017,270,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,436.58,447.25,2436
2018,270,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,436.58,447.25,2436
2008,263,ADQ,Kodiak Airport,Kodiak,AK,691.93,807.00,2447
2009,262,ADQ,Kodiak Airport,Kodiak,AK,684.55,801.24,2447
2010,260,ADQ,Kodiak Airport,Kodiak,AK,651.24,749.95,2447
2011,264,ADQ,Kodiak Airport,Kodiak,AK,659.99,736.77,2447
2012,266,ADQ,Kodiak Airport,Kodiak,AK,682.23,746.15,2447
2013,268,ADQ,Kodiak Airport,Kodiak,AK,646.12,696.46,2447
2014,268,ADQ,Kodiak Airport,Kodiak,AK,611.88,649.02,2447
2015,268,ADQ,Kodiak Airport,Kodiak,AK,563.01,596.48,2447
2016,268,ADQ,Kodiak Airport,Kodiak,AK,550.06,575.50,2447
