year,passengerrank,airportcode,airportname,cityname,statename,avgfare,inflationadj,passengersample
2015,60,PVD,Theodore Francis Green State,Providence,RI,362.41,383.96,112582
2016,60,PVD,Theodore Francis Green State,Providence,RI,352.64,368.95,112582
2017,60,PVD,Theodore Francis Green State,Providence,RI,338.78,347.05,112582
2018,60,PVD,Theodore Francis Green State,Providence,RI,338.78,347.05,112582
2008,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,321.77,375.28,118125
2009,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,294.61,344.83,118125
2010,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,322.75,371.67,118125
2011,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,346.30,386.58,118125
2012,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,356.19,389.57,118125
2013,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,350.49,377.79,118125
2014,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,386.37,409.82,118125
2015,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,381.00,403.65,118125
2016,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,376.86,394.29,118125
2017,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,366.18,375.12,118125
2018,59,ABQ,Albuquerque International Sunport,Albuquerque,NM,366.18,375.12,118125
2008,58,OMA,Eppley Airfield,Omaha,NE,333.25,388.66,125950
2009,58,OMA,Eppley Airfield,Omaha,NE,301.17,352.50,125950
2010,58,OMA,Eppley Airfield,Omaha,NE,330.96,381.13,125950
2011,58,OMA,Eppley Airfield,Omaha,NE,353.26,394.36,125950
2012,58,OMA,Eppley Airfield,Omaha,NE,373.22,408.19,125950
2013,58,OMA,Eppley Airfield,Omaha,NE,382.77,412.59,125950
2014,58,OMA,Eppley Airfield,Omaha,NE,398.86,423.08,125950
2015,58,OMA,Eppley Airfield,Omaha,NE,401.13,424.98,125950
2016,58,OMA,Eppley Airfield,Omaha,NE,380.26,397.84,125950
2017,58,OMA,Eppley Airfield,Omaha,NE,370.31,379.35,125950
2018,58,OMA,Eppley Airfield,Omaha,NE,370.31,379.35,125950
2008,57,ONT,Ontario International,Ontario,CA,297.78,347.30,132215
2009,57,ONT,Ontario International,Ontario,CA,277.67,325.01,132215
2010,57,ONT,Ontario International,Ontario,CA,300.16,345.65,132215
2011,57,ONT,Ontario International,Ontario,CA,328.74,366.99,132215
2012,57,ONT,Ontario International,Ontario,CA,335.51,366.94,132215
2013,57,ONT,Ontario International,Ontario,CA,347.02,374.05,132215
2014,57,ONT,Ontario International,Ontario,CA,349.49,370.71,132215
2015,57,ONT,Ontario International,Ontario,CA,352.22,373.15,132215
2016,57,ONT,Ontario International,Ontario,CA,343.60,359.49,132215
2017,57,ONT,Ontario International,Ontario,CA,336.52,344.74,132215
2018,57,ONT,Ontario International,Ontario,CA,336.52,344.74,132215
2008,56,JAX,Jacksonville International,Jacksonville,FL,306.58,357.56,135713
2009,56,JAX,Jacksonville International,Jacksonville,FL,282.04,330.11,135713
2010,56,JAX,Jacksonville International,Jacksonville,FL,306.94,353.46,135713
2011,56,JAX,Jacksonville International,Jacksonville,FL,343.74,383.73,135713
2012,56,JAX,Jacksonville International,Jacksonville,FL,368.72,403.27,135713
2013,56,JAX,Jacksonville International,Jacksonville,FL,380.06,409.67,135713
2014,56,JAX,Jacksonville International,Jacksonville,FL,390.05,413.73,135713
2015,56,JAX,Jacksonville International,Jacksonville,FL,382.23,404.95,135713
2016,56,JAX,Jacksonville International,Jacksonville,FL,374.33,391.64,135713
2017,56,JAX,Jacksonville International,Jacksonville,FL,384.20,393.58,135713
2018,56,JAX,Jacksonville International,Jacksonville,FL,384.20,393.58,135713
2008,55,BUF,Buffalo Niagara International,Buffalo,NY,281.23,327.99,137344
2009,55,BUF,Buffalo Niagara International,Buffalo,NY,247.25,289.40,137344
2010,55,BUF,Buffalo Niagara International,Buffalo,NY,277.08,319.08,137344
2011,55,BUF,Buffalo Niagara International,Buffalo,NY,317.00,353.87,137344
2012,55,BUF,Buffalo Niagara International,Buffalo,NY,321.87,352.03,137344
2013,55,BUF,Buffalo Niagara International,Buffalo,NY,324.47,349.75,137344
2014,55,BUF,Buffalo Niagara International,Buffalo,NY,335.58,355.95,137344
2015,55,BUF,Buffalo Niagara International,Buffalo,NY,330.55,350.20,137344
2016,55,BUF,Buffalo Niagara International,Buffalo,NY,318.51,333.24,137344
2017,55,BUF,Buffalo Niagara International,Buffalo,NY,316.04,323.76,137344
2018,55,BUF,Buffalo Niagara International,Buffalo,NY,316.04,323.76,137344
2008,54,BUR,Bob Hope,Burbank,CA,258.44,301.42,137977
2009,54,BUR,Bob Hope,Burbank,CA,239.68,280.54,137977
2010,54,BUR,Bob Hope,Burbank,CA,260.17,299.61,137977
2011,54,BUR,Bob Hope,Burbank,CA,289.34,323.00,137977
2012,54,BUR,Bob Hope,Burbank,CA,278.93,305.07,137977
2013,54,BUR,Bob Hope,Burbank,CA,284.20,306.35,137977
2014,54,BUR,Bob Hope,Burbank,CA,291.64,309.34,137977
2015,54,BUR,Bob Hope,Burbank,CA,294.34,311.84,137977
2016,54,BUR,Bob Hope,Burbank,CA,283.90,297.03,137977
2017,54,BUR,Bob Hope,Burbank,CA,268.57,275.13,137977
2018,54,BUR,Bob Hope,Burbank,CA,268.57,275.13,137977
2008,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,287.23,335.00,140220
2009,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,263.29,308.17,140220
2010,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,280.65,323.19,140220
2011,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,307.57,343.35,140220
2012,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,321.43,351.55,140220
2013,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,328.85,354.47,140220
2014,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,347.69,368.80,140220
2015,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,329.49,349.08,140220
2016,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,317.00,331.66,140220
2017,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,322.88,330.77,140220
2018,53,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,322.88,330.77,140220
2008,52,RSW,Southwest Florida International,Fort Myers,FL,272.62,317.95,154405
2009,52,RSW,Southwest Florida International,Fort Myers,FL,245.78,287.68,154405
2010,52,RSW,Southwest Florida International,Fort Myers,FL,256.41,295.27,154405
2011,52,RSW,Southwest Florida International,Fort Myers,FL,290.68,324.50,154405
2012,52,RSW,Southwest Florida International,Fort Myers,FL,311.24,340.41,154405
